user,product,score
6569a546244fd77c40ab59d8,656a0d3da367f3d219bcff32,5
6569a546244fd77c40ab59ae,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59d8,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59ae,64528c91251f74d7d4c2fd19,4
6569a546244fd77c40ab59d8,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab59d8,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59d8,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59d8,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59d8,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59d8,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59d8,645ccb8bd64083493822c36d,4
6569a546244fd77c40ab59d8,644eae76388d059aa61997f4,4
6569a546244fd77c40ab59af,656a1755a367f3d219bd0429,4
6569a546244fd77c40ab59af,656a18b2a367f3d219bd0502,5
6569a546244fd77c40ab59af,656a16b8a367f3d219bd036d,4
6569a546244fd77c40ab59af,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59af,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59af,65689b7a68a4e80a29492deb,3
6569a546244fd77c40ab59af,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59af,644eaef8388d059aa61997f6,2
6569a546244fd77c40ab59af,64528c91251f74d7d4c2fd19,5
6569a546244fd77c40ab59af,64528baf251f74d7d4c2fce5,5
6569a546244fd77c40ab59d9,656a00b6a367f3d219bcf446,4
6569a546244fd77c40ab59af,645cc95ed64083493822c34f,5
6569a546244fd77c40ab59d9,6569ffe8a367f3d219bcf3f1,5
6569a546244fd77c40ab59d9,6569ff0ea367f3d219bcf3c3,4
6569a546244fd77c40ab59d9,656a0367a367f3d219bcf598,5
6569a546244fd77c40ab59d9,656a0254a367f3d219bcf492,4
6569a546244fd77c40ab59d9,64528a1f251f74d7d4c2fcd8,4
6569a546244fd77c40ab59d9,645cca1fd64083493822c359,5
6569a546244fd77c40ab59d9,644ea11b388d059aa6199770,4
6569a546244fd77c40ab59d9,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab59d9,656a0a40a367f3d219bcfa00,5
6569a546244fd77c40ab59da,656a12cea367f3d219bd017e,4
6569a546244fd77c40ab59b0,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59b0,656a1472a367f3d219bd0200,5
6569a546244fd77c40ab59da,656a0d3da367f3d219bcff32,4
6569a546244fd77c40ab59b0,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59da,656a0367a367f3d219bcf598,5
6569a546244fd77c40ab59b0,6569fdfca367f3d219bcf21d,5
6569a546244fd77c40ab59da,6569ff0ea367f3d219bcf3c3,4
6569a546244fd77c40ab59b0,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59da,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59b0,644eadd1388d059aa61997ec,5
6569a546244fd77c40ab59da,645ccb8bd64083493822c36d,4
6569a546244fd77c40ab59b0,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59da,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59b0,644ecb51b745ed0835b36f04,4
6569a546244fd77c40ab59da,64528a1f251f74d7d4c2fcd8,4
6569a546244fd77c40ab59b0,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59b0,644e9b74388d059aa6199744,3
6569a546244fd77c40ab59da,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59da,644e9f32388d059aa6199760,4
6569a546244fd77c40ab59b1,656a1472a367f3d219bd0200,5
6569a546244fd77c40ab59b1,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59b1,656a0e4ba367f3d219bd0025,4
6569a546244fd77c40ab59db,656a12cea367f3d219bd017e,4
6569a546244fd77c40ab59b1,6569ffe8a367f3d219bcf3f1,4
6569a546244fd77c40ab59b1,656a0159a367f3d219bcf451,4
6569a546244fd77c40ab59db,656a1472a367f3d219bd0200,4
6569a546244fd77c40ab59db,656a0159a367f3d219bcf451,5
6569a546244fd77c40ab59b1,656a04f1a367f3d219bcf5a2,2
6569a546244fd77c40ab59db,656a07afa367f3d219bcf805,4
6569a546244fd77c40ab59b1,656a07afa367f3d219bcf805,3
6569a546244fd77c40ab59b1,656a0ba2a367f3d219bcfb05,5
6569a546244fd77c40ab59db,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59b1,6569fd50a367f3d219bcf213,5
6569a546244fd77c40ab59db,65689b7a68a4e80a29492deb,4
6569a546244fd77c40ab59b1,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59db,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59b1,644eaef8388d059aa61997f6,4
6569a546244fd77c40ab59db,644eadd1388d059aa61997ec,4
6569a546244fd77c40ab59b1,64528baf251f74d7d4c2fce5,5
6569a546244fd77c40ab59db,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59db,644ea11b388d059aa6199770,5
6569a546244fd77c40ab59b2,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59b2,656a1472a367f3d219bd0200,4
6569a546244fd77c40ab59b2,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59b2,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59b2,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59b2,65689b7a68a4e80a29492deb,5
6569a546244fd77c40ab59b2,6569fdfca367f3d219bcf21d,5
6569a546244fd77c40ab59b2,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59b2,644eaef8388d059aa61997f6,5
6569a546244fd77c40ab59b2,64528c91251f74d7d4c2fd19,5
6569a546244fd77c40ab59b2,64528baf251f74d7d4c2fce5,4
6569a546244fd77c40ab59dc,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59dc,656a11cba367f3d219bd00c5,4
6569a546244fd77c40ab59dc,656a0e4ba367f3d219bd0025,5
6569a546244fd77c40ab59dc,656a07afa367f3d219bcf805,4
6569a546244fd77c40ab59dc,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab59dc,645ccb8bd64083493822c36d,4
6569a546244fd77c40ab59dc,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59dc,644eae76388d059aa61997f4,4
6569a546244fd77c40ab59dc,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59dc,6456afc8810745eb5ce35e94,5
6569a546244fd77c40ab59b3,656a11cba367f3d219bd00c5,4
6569a546244fd77c40ab59b3,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59b3,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59b3,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59b3,6569fd50a367f3d219bcf213,5
6569a546244fd77c40ab59b3,65689e7c68a4e80a29493053,5
6569a546244fd77c40ab59b3,65689e7c68a4e80a29493053,3
6569a546244fd77c40ab59b3,645ccd4bd64083493822c626,4
6569a546244fd77c40ab59b3,645ccaccd64083493822c363,4
6569a546244fd77c40ab59b3,645cc95ed64083493822c34f,4
6569a546244fd77c40ab59b3,644ecb51b745ed0835b36f04,4
6569a546244fd77c40ab59b3,644eadd1388d059aa61997ec,5
6569a546244fd77c40ab59dd,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59dd,656a1472a367f3d219bd0200,3
6569a546244fd77c40ab59dd,656a103fa367f3d219bd00bb,3
6569a546244fd77c40ab59dd,6569ffe8a367f3d219bcf3f1,4
6569a546244fd77c40ab59dd,656a0ba2a367f3d219bcfb05,4
6569a546244fd77c40ab59dd,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab59dd,65689b7a68a4e80a29492deb,5
6569a546244fd77c40ab59dd,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59dd,644eadd1388d059aa61997ec,4
6569a546244fd77c40ab59dd,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59b4,656a19a7a367f3d219bd0513,5
6569a546244fd77c40ab59b4,64528c91251f74d7d4c2fd19,5
6569a546244fd77c40ab59b4,64528a1f251f74d7d4c2fcd8,4
6569a546244fd77c40ab59b4,644ecb51b745ed0835b36f04,5
6569a546244fd77c40ab59b4,644eadd1388d059aa61997ec,5
6569a546244fd77c40ab59b4,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59b4,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59b4,645cca1fd64083493822c359,5
6569a546244fd77c40ab59b4,645cc95ed64083493822c34f,3
6569a546244fd77c40ab59b4,6569fdfca367f3d219bcf21d,4
6569a546244fd77c40ab59b4,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59b4,656a00b6a367f3d219bcf446,5
6569a546244fd77c40ab59df,656a18b2a367f3d219bd0502,4
6569a546244fd77c40ab59df,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59df,656a0d3da367f3d219bcff32,4
6569a546244fd77c40ab59df,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59df,65689e7c68a4e80a29493053,4
6569a546244fd77c40ab59df,64528a1f251f74d7d4c2fcd8,5
6569a546244fd77c40ab59df,644ecb51b745ed0835b36f04,3
6569a546244fd77c40ab59df,644e9f32388d059aa6199760,4
6569a546244fd77c40ab59df,644e9d3e388d059aa6199752,4
6569a546244fd77c40ab59df,644ea11b388d059aa6199770,5
6569a546244fd77c40ab59b5,656a18b2a367f3d219bd0502,5
6569a546244fd77c40ab59b5,656a1755a367f3d219bd0429,5
6569a546244fd77c40ab59b5,656a16b8a367f3d219bd036d,4
6569a546244fd77c40ab59b5,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59b5,6569ff0ea367f3d219bcf3c3,4
6569a546244fd77c40ab59b5,656a00b6a367f3d219bcf446,5
6569a546244fd77c40ab59b5,656a0159a367f3d219bcf451,5
6569a546244fd77c40ab59b5,656a0159a367f3d219bcf451,5
